id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket
853,26UP00292,1,01/20/2026 10:01 AM,2026-01-20 09:50:00,,Employee reported a two vehicle crash with no injuries,NITTANY PARKING,2026-02-18 21:43:32,2026-01-20,2026,1,January,9,Tuesday,False,Morning
854,PSHI-2026-01-I-132886,2,01/20/2026 09:50 AM,2026-01-20 09:05:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32,2026-01-20,2026,1,January,9,Tuesday,False,Morning
855,26UP00290,1,01/20/2026 09:18 AM,2026-01-19 12:00:00,01/20/2026 09:00 AM,Employee reported damage to University property,MARTIN HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,12,Monday,False,Afternoon
856,26UP00291,1,01/20/2026 09:14 AM,2026-01-20 09:14:00,01/20/2026 09:44 AM,Student requested assistance with a personal matter,HUB ROBESON CULTURAL CENTER,2026-02-18 21:43:32,2026-01-20,2026,1,January,9,Tuesday,False,Morning
857,PSHI-2026-01-I-132884,2,01/20/2026 09:05 AM,2026-01-15 14:05:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC Off-Site - PSMG - Palmyra - PSMG > HMC Off-Site - PSMG - Palmyra - PSMG,2026-02-18 21:43:32,2026-01-15,2026,1,January,14,Thursday,False,Afternoon
858,26HB00016,13,01/20/2026 08:59 AM,2026-01-20 08:59:00,01/20/2026 09:41 AM,Employee reported a fire alarm activation,EDUCATIONAL ACTIVITIES BUILDING,2026-02-18 21:43:32,2026-01-20,2026,1,January,8,Tuesday,False,Morning
859,PSHI-2026-01-I-132876,2,01/20/2026 01:41 AM,2026-01-20 00:00:00,,Assisted clinical staff with agitated visitor.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-01-20,2026,1,January,0,Tuesday,False,Late Night
860,PSHI-2026-01-I-132875,2,01/19/2026 11:43 PM,2026-01-19 18:37:00,,Assisted clinical staff with search of patient belongings.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-01-19,2026,1,January,18,Monday,False,Evening
861,26UP00289,1,01/19/2026 09:46 PM,2026-01-19 00:30:00,01/19/2026 09:46 PM,Student requested assistance with a civil  matter,RUNKLE HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,0,Monday,False,Late Night
862,26UP00288,1,01/19/2026 08:26 PM,2026-01-19 20:11:00,01/19/2026 08:30 PM,Employee reported damage to University property,PINCHOT HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,20,Monday,False,Evening
863,26UP00287,1,01/19/2026 08:17 PM,2026-01-19 04:00:00,01/19/2026 04:30 AM,Student reported damage to University property,MARTIN HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,4,Monday,False,Late Night
864,PSHI-2026-01-I-132865,2,01/19/2026 05:03 PM,2026-01-19 16:15:00,,Assisted clinical staff with visitor issue.,Hershey - Dispatched To: HMC - Children's Hospital - 4 - PIMCU > HMC - Children's Hospital - 4 - PIMCU,2026-02-18 21:43:32,2026-01-19,2026,1,January,16,Monday,False,Afternoon
865,PSHI-2026-01-I-132864,2,01/19/2026 04:38 PM,2026-01-19 15:05:00,,Assisted patient with property issue.,Hershey - Dispatched To: HMC - 1 - Trauma Surgical Main Southeast      > HMC - 1 - Trauma Surgical Main Southeast,2026-02-18 21:43:32,2026-01-19,2026,1,January,15,Monday,False,Afternoon
867,26ER00019,5,01/19/2026 01:45 PM,2025-09-15 00:00:00,11/24/2025 11:59 PM,Student reported theft by deception,COLLEGE DR,2026-02-18 21:43:32,2025-09-15,2025,9,September,0,Monday,False,Late Night
869,PSHI-2026-01-I-132861,2,01/19/2026 12:59 PM,2026-01-19 12:56:00,,Safekeeping of patient knife.,Hershey - Reported Location: HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32,2026-01-19,2026,1,January,12,Monday,False,Afternoon
870,PSHI-2026-01-I-132860,2,01/19/2026 12:19 PM,2026-01-19 12:07:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-01-19,2026,1,January,12,Monday,False,Afternoon
871,PSHI-2026-01-I-132855,2,01/19/2026 09:18 AM,2026-01-19 08:18:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-01-19,2026,1,January,8,Monday,False,Morning
872,PSHI-2026-01-I-132845,2,01/19/2026 03:58 AM,2026-01-19 02:04:00,,Investigated unfounded fire alarm.,Hershey - Dispatched To: COM - BMR > COM - BMR,2026-02-18 21:43:32,2026-01-19,2026,1,January,2,Monday,False,Late Night
873,26UP00284,1,01/19/2026 03:15 AM,2026-01-19 03:15:00,01/19/2026 03:32 AM,"Resident Assistant reported the odor of marijuana, origin not located",BRUMBAUGH HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,3,Monday,False,Late Night
874,26UP00285,1,01/19/2026 03:11 AM,2026-01-19 02:30:00,01/19/2026 04:04 AM,Student reported suspicious persons,PACKER HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,2,Monday,False,Late Night
875,PSHI-2026-01-I-132842,2,01/19/2026 03:09 AM,2026-01-19 02:33:00,,Assisted college students with access to EMS.,Hershey - Dispatched To: COM - University Manor East > COM - University Manor East,2026-02-18 21:43:32,2026-01-19,2026,1,January,2,Monday,False,Late Night
876,26UP00283,1,01/19/2026 02:28 AM,2026-01-16 02:00:00,01/16/2026 02:15 AM,Student reported suspicious persons,NITTANY APT,2026-02-18 21:43:32,2026-01-16,2026,1,January,2,Friday,False,Late Night
877,26UP00282,1,01/19/2026 02:16 AM,2026-01-19 02:16:00,01/19/2026 02:33 AM,Underage student observed highly intoxicated and transported to the hospital,HIESTER HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,2,Monday,False,Late Night
878,PSHI-2026-01-I-132839,2,01/19/2026 12:47 AM,2026-01-18 19:26:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-01-18,2026,1,January,19,Sunday,True,Evening
879,26UP00281,1,01/19/2026 12:11 AM,2026-01-19 00:11:00,01/19/2026 12:39 AM,Student observed highly intoxicated and transported to the hospital,PORTER HALL,2026-02-18 21:43:32,2026-01-19,2026,1,January,0,Monday,False,Late Night
880,26ER00018,5,01/18/2026 11:56 PM,2026-01-18 23:56:00,01/19/2026 12:30 AM,Visitor requested assistance in locating a student,OHIO HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,23,Sunday,True,Late Night
881,26BW00006,7,01/18/2026 11:18 PM,2026-01-18 23:18:00,01/18/2026 11:33 PM,Officers responded to a 911 hang-up with no voice contact,STUDENT UNION AND DINING,2026-02-18 21:43:32,2026-01-18,2026,1,January,23,Sunday,True,Late Night
882,26ER00017,5,01/18/2026 10:45 PM,2026-01-18 22:45:00,01/18/2026 11:30 PM,Visitor reported an alarm activation,REED BUILDING,2026-02-18 21:43:32,2026-01-18,2026,1,January,22,Sunday,True,Late Night
883,26UP00280,1,01/18/2026 08:46 PM,2026-01-18 20:46:00,01/18/2026 10:00 PM,Student reported a water leak,DEIKE BLDG,2026-02-18 21:43:32,2026-01-18,2026,1,January,20,Sunday,True,Evening
884,26AB00016,2,01/18/2026 07:50 PM,2026-01-18 19:40:00,01/18/2026 08:20 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-01-18,2026,1,January,19,Sunday,True,Evening
885,26HB00014,13,01/18/2026 06:45 PM,2026-01-12 00:00:00,01/12/2026 11:59 PM,Student reported they were sexually assaulted by a known person in a vehicle,OLMSTED PARKING LOT - HARRISBURG,2026-02-18 21:43:32,2026-01-12,2026,1,January,0,Monday,False,Late Night
886,26AB00015,2,01/18/2026 06:40 PM,2026-01-18 18:30:00,01/18/2026 07:00 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-01-18,2026,1,January,18,Sunday,True,Evening
887,26UP00276,1,01/18/2026 03:50 PM,2026-01-18 15:50:00,01/18/2026 05:32 PM,Employee reported suspicious persons,REC HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,15,Sunday,True,Afternoon
888,26UP00275,1,01/18/2026 03:41 PM,2026-01-17 15:22:00,01/17/2026 04:42 PM,Visitor requested assistance with a personal matter,AIRPORT AIR TERMINAL BLDG,2026-02-18 21:43:32,2026-01-17,2026,1,January,15,Saturday,True,Afternoon
889,26AB00014,2,01/18/2026 03:09 PM,2026-01-18 15:09:00,01/18/2026 03:24 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-01-18,2026,1,January,15,Sunday,True,Afternoon
890,26HB00013,13,01/18/2026 02:30 PM,2026-01-18 14:30:00,01/18/2026 02:36 PM,Employee reported a fire alarm activation,SIGNAL HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,14,Sunday,True,Afternoon
891,26ER00016,5,01/18/2026 01:00 PM,2026-01-18 13:00:00,01/18/2026 02:30 PM,Visitor requested assistance with locating a student,OHIO HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,13,Sunday,True,Afternoon
892,PSHI-2026-01-I-132819,2,01/18/2026 09:45 AM,2026-01-18 08:41:00,,Property damaged by unknown source.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Main Information Desk > HMC - Main Hospital - 1 - Main Information Desk,2026-02-18 21:43:32,2026-01-18,2026,1,January,8,Sunday,True,Morning
893,PSHI-2026-01-I-132818,2,01/18/2026 09:43 AM,2026-01-18 09:30:00,,Assisted with deposit to cashier's office.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-18 21:43:32,2026-01-18,2026,1,January,9,Sunday,True,Morning
894,26AL00027,3,01/18/2026 09:20 AM,2026-01-18 09:20:00,01/18/2026 09:30 AM,Assisted the fire department with a hazardous condition,E WOPSONONOCK AVE & IVYSIDE DR,2026-02-18 21:43:32,2026-01-18,2026,1,January,9,Sunday,True,Morning
895,26AL00026,3,01/18/2026 05:59 AM,2026-01-18 05:59:00,01/18/2026 06:38 AM,Student observed highly intoxicated and transported to the hospital,CEDAR HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,5,Sunday,True,Morning
896,26UP00273,1,01/18/2026 02:18 AM,2026-01-18 02:18:00,01/18/2026 07:24 AM,Employee reported being physically assaulted by a known person,AIRPORT AIR TERMINAL BLDG,2026-02-18 21:43:32,2026-01-18,2026,1,January,2,Sunday,True,Late Night
897,26HB00015,13,01/18/2026 01:58 AM,2026-01-18 01:58:00,01/18/2026 02:48 AM,Assisted the ambulance with a medical emergency,JUNIATA HOUSE,2026-02-18 21:43:32,2026-01-18,2026,1,January,1,Sunday,True,Late Night
898,26UP00271,1,01/18/2026 01:42 AM,2026-01-16 02:00:00,,Student reported they were sexually assaulted by a known person in a residence hall,SOUTH HALLS RESIDENCE COMPLEX,2026-02-18 21:43:32,2026-01-16,2026,1,January,2,Friday,False,Late Night
899,26UP00270,1,01/18/2026 01:27 AM,2026-01-18 01:27:00,01/18/2026 02:10 AM,Student observed highly intoxicated and transported to the hospital,MCKEE HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,1,Sunday,True,Late Night
900,26UP00269,1,01/18/2026 01:13 AM,2026-01-18 01:13:00,01/18/2026 01:27 AM,"Resident Assistant reported the odor of marijuana, origin not located",MCKEAN HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,1,Sunday,True,Late Night
901,26UP00268,1,01/18/2026 01:02 AM,2026-01-18 00:19:00,01/18/2026 12:39 AM,Student observed highly intoxicated,SHORTLIDGE RD & E COLLEGE AVE,2026-02-18 21:43:32,2026-01-18,2026,1,January,0,Sunday,True,Late Night
902,PSHI-2026-01-I-132802,2,01/18/2026 12:11 AM,2026-01-17 20:10:00,,Patient scratched staff member.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-01-17,2026,1,January,20,Saturday,True,Evening
903,26BK00008,4,01/18/2026 12:11 AM,2026-01-18 00:11:00,01/18/2026 12:00 AM,Student reported a fire alarm activation,LAUREL HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,0,Sunday,True,Late Night
904,26BK00009,4,01/18/2026 12:11 AM,2026-01-18 00:11:00,01/18/2026 12:45 AM,Student found in possession of alcoholic beverages being less than 21 years of age,LAUREL HALL,2026-02-18 21:43:32,2026-01-18,2026,1,January,0,Sunday,True,Late Night
905,26ER00015,5,01/18/2026 12:00 AM,2026-01-18 00:00:00,01/18/2026 12:15 AM,Officers responded to a 911 hang-up with no voice contact,ALMY LOT - ERIE,2026-02-18 21:43:32,2026-01-18,2026,1,January,0,Sunday,True,Late Night
906,26UP00266,1,01/17/2026 11:49 PM,2026-01-17 23:49:00,01/18/2026 12:42 AM,Resident Assistant reported the odor of marijuana,SIMMONS HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,23,Saturday,True,Late Night
907,26UP00264,1,01/17/2026 11:28 PM,2026-01-17 23:28:00,01/17/2026 11:45 PM,"Employee reported the odor of marijuana, origin not located",MIFFLIN HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,23,Saturday,True,Late Night
908,26UP00267,1,01/17/2026 11:23 PM,2026-01-17 23:23:00,01/18/2026 12:03 AM,Visitor observed highly intoxicated and transported to the hospital,BIGLER RD & MILLENNIUM DR,2026-02-18 21:43:32,2026-01-17,2026,1,January,23,Saturday,True,Late Night
909,26UP00261,1,01/17/2026 10:59 PM,2026-01-17 22:59:00,01/17/2026 11:13 PM,Assisted the fire department with a reported fire alarm activation,BEAVER STADIUM,2026-02-18 21:43:32,2026-01-17,2026,1,January,22,Saturday,True,Late Night
910,PSHI-2026-01-I-132795,2,01/17/2026 10:07 PM,2026-01-17 18:51:00,,Assisted staff member with domestic problem.,Hershey - Dispatched To: HMC - Main Hospital - 7 - Medical Intensive Care Unit West (MICU) > HMC - Main Hospital - 7 - Medical Intensive Care Unit West (MICU),2026-02-18 21:43:32,2026-01-17,2026,1,January,18,Saturday,True,Evening
911,26UP00247,1,01/17/2026 05:59 PM,2026-01-17 17:59:00,,Student stopped for a University policy violation regarding fireworks,FOOTBALL LOT,2026-02-18 21:43:32,2026-01-17,2026,1,January,17,Saturday,True,Evening
912,PSHI-2026-01-I-132789,2,01/17/2026 05:48 PM,2026-01-17 17:29:00,,Team de-escalation plan for agitated patient.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32,2026-01-17,2026,1,January,17,Saturday,True,Evening
913,26AB00013,2,01/17/2026 05:15 PM,2026-01-17 17:15:00,01/17/2026 05:30 PM,Visitor reported a fire/burglar alarm communication failure,RYDAL EXECUTIVE PLAZA,2026-02-18 21:43:32,2026-01-17,2026,1,January,17,Saturday,True,Evening
914,26AB00012,2,01/17/2026 03:23 PM,2026-01-17 15:23:00,01/17/2026 04:09 PM,Student reported a one vehicle crash with no injuries,CLOVERLY LN & SEWELL LN,2026-02-18 21:43:32,2026-01-17,2026,1,January,15,Saturday,True,Afternoon
915,PSHI-2026-01-I-132787,2,01/17/2026 03:21 PM,2026-01-17 14:45:00,,Assisted LE with investigation of crime that occurred in a different county.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-01-17,2026,1,January,14,Saturday,True,Afternoon
916,26AB00011,2,01/17/2026 02:09 PM,2026-01-17 14:09:00,01/17/2026 02:29 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-01-17,2026,1,January,14,Saturday,True,Afternoon
917,26AL00025,3,01/17/2026 01:19 PM,2026-01-17 13:19:00,01/17/2026 01:32 PM,Student reported a suspicious odor,MAPLE HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,13,Saturday,True,Afternoon
918,PSHI-2026-01-I-132783,2,01/17/2026 01:12 PM,2026-01-17 11:47:00,,Assisted maintenance with locating faulty equipment,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32,2026-01-17,2026,1,January,11,Saturday,True,Morning
919,26UP00242,1,01/17/2026 11:46 AM,2026-01-17 11:46:00,01/17/2026 02:43 PM,Officer observed a employee trespassing inside a University building,AIRPORT AIR TERMINAL BLDG,2026-02-18 21:43:32,2026-01-17,2026,1,January,11,Saturday,True,Morning
920,26UP00243,1,01/17/2026 11:33 AM,2026-01-13 19:00:00,01/17/2025 11:15 AM,Student reported suspicious persons,HUB ROBESON CULTURAL CENTER,2026-02-18 21:43:32,2026-01-13,2026,1,January,19,Tuesday,False,Evening
921,PSHI-2026-01-I-132780,2,01/17/2026 11:25 AM,2026-01-17 09:03:00,,Victim of violence receiving treatment.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-01-17,2026,1,January,9,Saturday,True,Morning
922,26UP00241,1,01/17/2026 07:15 AM,2026-01-17 07:15:00,01/17/2026 10:00 AM,Employee reported suspicious person,AIRPORT GENERAL AVIATION ADMINISTRATION BLDG,2026-02-18 21:43:32,2026-01-17,2026,1,January,7,Saturday,True,Morning
923,PSHI-2026-01-I-132771,2,01/17/2026 05:24 AM,2026-01-17 05:10:00,,Inspection of leased equipment.,Hershey - Dispatched To: HMC - Parking Lot - Lot UPC > HMC - Parking Lot - Lot UPC,2026-02-18 21:43:32,2026-01-17,2026,1,January,5,Saturday,True,Morning
924,26AL00023,3,01/17/2026 04:17 AM,2026-01-17 04:17:00,,Employee reported a fire alarm activation,MAPLE HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,4,Saturday,True,Late Night
925,PSHI-2026-01-I-132769,2,01/17/2026 04:07 AM,2026-01-16 20:26:00,,False fire alarm.,Hershey - Dispatched To: COM - University Manor East > COM - University Manor East,2026-02-18 21:43:32,2026-01-16,2026,1,January,20,Friday,False,Evening
926,26UP00240,1,01/17/2026 03:56 AM,2026-01-17 03:56:00,01/17/2026 05:07 AM,Underage visitor observed highly intoxicated and transported to the hospital,ATHERTON HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,3,Saturday,True,Late Night
927,26UP00239,1,01/17/2026 03:54 AM,2026-01-17 03:54:00,01/17/2026 05:17 AM,Student reported a concern for another student,PENNYPACKER HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,3,Saturday,True,Late Night
928,26UP00236,1,01/17/2026 02:24 AM,2026-01-17 02:24:00,01/17/2026 02:34 AM,"Employee reported the odor of marijuana, origin not located",PORTER HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,2,Saturday,True,Late Night
929,26UP00234,1,01/17/2026 02:20 AM,2026-01-17 01:55:00,,Student consumed alcoholic beverages being less than 21 years of age,BIGLER RD & MILLENNIUM DR,2026-02-18 21:43:32,2026-01-17,2026,1,January,1,Saturday,True,Late Night
930,26UP00235,1,01/17/2026 02:15 AM,2026-01-17 02:15:00,01/17/2026 02:33 AM,Student reported damage to University property,PENNYPACKER HALL,2026-02-18 21:43:32,2026-01-17,2026,1,January,2,Saturday,True,Late Night
931,26AL00022,3,01/17/2026 02:10 AM,2026-01-17 02:10:00,01/17/2026 02:30 AM,Assisted an outside law enforcement agency with an investigation,CAMPUS VIEW DR,2026-02-18 21:43:32,2026-01-17,2026,1,January,2,Saturday,True,Late Night
932,PSHI-2026-01-I-132766,2,01/17/2026 02:00 AM,2026-01-17 01:12:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-01-17,2026,1,January,1,Saturday,True,Late Night
933,26UP00233,1,01/17/2026 01:50 AM,2026-01-17 01:48:00,01/17/2026 01:50 AM,Student reported disorderly persons,MIFFLIN RD & MCKEAN RD,2026-02-18 21:43:32,2026-01-17,2026,1,January,1,Saturday,True,Late Night
934,PSHI-2026-01-I-132763,2,01/16/2026 11:48 PM,2026-01-16 20:49:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 2 - Main PACU > HMC - Main Hospital - 2 - Main PACU,2026-02-18 21:43:32,2026-01-16,2026,1,January,20,Friday,False,Evening
935,PSHI-2026-01-I-132762,2,01/16/2026 10:34 PM,2026-01-16 21:06:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 2 - Main PACU > HMC - Main Hospital - 2 - Main PACU,2026-02-18 21:43:32,2026-01-16,2026,1,January,21,Friday,False,Evening
936,26UP00221,1,01/16/2026 10:20 PM,2026-01-16 22:20:00,01/16/2026 11:06 PM,Identified occupant in possession of marijuana,W COLLEGE AVE & N BARNARD ST,2026-02-18 21:43:32,2026-01-16,2026,1,January,22,Friday,False,Late Night
937,26UP00218,1,01/16/2026 09:29 PM,2026-01-16 21:29:00,01/16/2026 10:08 PM,Identified occupant in possession of marijuana and drug paraphernalia,MILLER HALL,2026-02-18 21:43:32,2026-01-16,2026,1,January,21,Friday,False,Evening
938,26UP00215,1,01/16/2026 08:08 PM,2026-01-16 20:08:00,01/16/2026 08:18 PM,Employee reported a two vehicle crash with no injuries,LION SHRINE LOT,2026-02-18 21:43:32,2026-01-16,2026,1,January,20,Friday,False,Evening
939,26UP00216,1,01/16/2026 07:55 PM,2026-01-16 19:55:00,01/16/2026 08:30 PM,Visitor reported a suspicious vehicle,VILLAGE DR,2026-02-18 21:43:32,2026-01-16,2026,1,January,19,Friday,False,Evening
