id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at
139,PSHI-2026-02-I-133737,2,02/12/2026 08:17 AM,02/12/2026 08:04 AM,,Assisted LE with access to forensic kit.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
140,26HNtemp0001,15,02/12/2026 08:00 AM,02/10/2026 12:00 AM,02/12/2026 08:00 AM,Employee requested assistance with an administrative matter,6585 MCKINLEY ST,2026-02-18 21:43:32
141,PSHI-2026-02-I-133731,2,02/12/2026 03:22 AM,02/12/2026 02:54 AM,,Intervened in patient elopement.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
142,26BRtemp0001,6,02/12/2026 02:29 AM,02/12/2026 02:29 AM,02/12/2026 02:49 AM,Employee reported a concern for a student,HARMONY HALL,2026-02-18 21:43:32
143,PSHI-2026-02-I-133729,2,02/12/2026 01:26 AM,02/11/2026 11:57 AM,,Patient left care prior to discharge process being completed.,Hershey - Reported Location: HMC - Emergency Department - 1 - Emergency Department,2026-02-18 21:43:32
144,26ALtemp0001,3,02/12/2026 12:48 AM,02/12/2026 12:48 AM,,Assisted the ambulance with a medical emergency,OAK HALL,2026-02-18 21:43:32
145,26HNtemp0002,15,02/11/2026 11:55 PM,02/11/2026 11:55 PM,02/12/2026 12:05 AM,Assisted Law Enfoecement agency with an investigation,PA-93 & WOODBINE ST,2026-02-18 21:43:32
146,PSHI-2026-02-I-133727,2,02/11/2026 11:27 PM,02/11/2026 08:58 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
147,PSHI-2026-02-I-133728,2,02/11/2026 11:27 PM,02/11/2026 10:03 PM,,,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
148,PSHI-2026-02-I-133725,2,02/11/2026 10:56 PM,02/11/2026 07:35 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
149,2026-00001891,2,02/11/2026 09:45 PM,02/11/2026 09:45 PM,02/12/2026 12:50 AM,Employee reported disorderly persons,MCKEAN RD & BIGLER RD,2026-02-18 21:43:32
150,PSHI-2026-02-I-133719,2,02/11/2026 09:35 PM,02/11/2026 08:42 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
151,2026-00001885,2,02/11/2026 07:53 PM,02/11/2026 07:53 PM,02/11/2026 08:30 PM,Students reported disorderly persons,PATTERSON HALL,2026-02-18 21:43:32
152,2026-00001880,2,02/11/2026 06:20 PM,02/11/2026 06:20 PM,02/11/2026 06:53 PM,Visitor reported suspicious activity,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
153,26ERtemp0001,5,02/11/2026 05:31 PM,02/11/2026 05:31 PM,02/11/2026 05:50 PM,Assisted the fire department with a reported fire,SENAT HALL,2026-02-18 21:43:32
154,PSHI-2026-02-I-133714,2,02/11/2026 05:08 PM,02/11/2026 04:40 PM,,Theft of wallet.,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32
155,26ABTMP00001,2,02/11/2026 04:56 PM,02/11/2026 04:50 PM,02/11/2026 04:56 PM,Assisted an ambulance with a medical emergency,SUTHERLAND BUILDING,2026-02-18 21:43:32
156,PSHI-2026-02-I-133705,2,02/11/2026 01:58 PM,,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32
157,PSHI-2026-02-I-133704,2,02/11/2026 01:34 PM,02/11/2026 01:20 PM,,Vetted suspicious activity.,Hershey - Dispatched To: COM - College of Medicine - 1 > COM - College of Medicine - 1,2026-02-18 21:43:32
158,PSHI-2026-02-I-133703,2,02/11/2026 12:40 PM,02/11/2026 12:16 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
159,PSHI-2026-02-I-133702,2,02/11/2026 12:13 PM,02/11/2026 10:55 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
160,26MAtemp0001,17,02/11/2026 12:05 PM,02/09/2026 07:40 PM,02/10/2026 12:30 AM,Assisted an employee with an administrative matter,MULTI-PURPOSE BUILDING,2026-02-18 21:43:32
161,PSHI-2026-02-I-133699,2,02/11/2026 11:19 AM,,,Investigated suspicious activity.,Hershey - Dispatched To: HMC - UPC-2 - 2 - Medicine Suite > HMC - UPC-2 - 2 - Medicine Suite,2026-02-18 21:43:32
162,PSHI-2026-02-I-133698,2,02/11/2026 11:10 AM,02/11/2026 10:41 PM,,Property damage,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
163,PSHI-2026-02-I-133697,2,02/11/2026 11:09 AM,02/11/2026 10:05 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32
164,PSHI-2026-02-I-133696,2,02/11/2026 10:56 AM,02/11/2026 08:01 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 > HMC - Main Hospital - 4,2026-02-18 21:43:32
165,PSHI-2026-02-I-133695,2,02/11/2026 10:53 AM,02/11/2026 08:40 AM,,Theft of items.,Hershey - Dispatched To: COM - Basic Science - 7 > COM - Basic Science - 7,2026-02-18 21:43:32
166,2026-00001870,2,02/11/2026 10:22 AM,02/11/2026 10:22 AM,,Student reported the loss or theft of their unsecured personal property,HIESTER HALL,2026-02-18 21:43:32
167,2026-00001867,2,02/11/2026 09:50 AM,02/05/2026 05:00 AM,02/11/2026 09:50 AM,Employee reported the loss of their unsecured personal property,INTRAMURAL BLDG,2026-02-18 21:43:32
168,PSHI-2026-02-I-133691,2,02/11/2026 09:35 AM,02/11/2026 09:20 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
169,2026-00001864,2,02/11/2026 09:13 AM,02/11/2026 09:13 AM,02/11/2026 09:32 AM,Assisted the fire department with a reported fire alarm,MINUTEMAN LN,2026-02-18 21:43:32
170,26BKtemp0001,4,02/11/2026 09:02 AM,02/11/2026 09:02 AM,,Employee reported parking concern,FACULTY STAFF VISITOR LOT B1- BERKS,2026-02-18 21:43:32
171,2026-00001862,2,02/11/2026 08:30 AM,02/11/2026 08:13 AM,02/11/2026 08:48 AM,Employee reported a two vehicle crash with no injury,SHORTLIDGE RD & EISENHOWER RD,2026-02-18 21:43:32
172,PSHI-2026-02-I-133686,2,02/11/2026 04:17 AM,02/10/2026 10:59 PM,,Visitor match to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
173,PSHI-2026-02-I-133685,2,02/11/2026 04:12 AM,,,Team de-escalation for agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
174,PSHI-2026-02-I-133684,2,02/11/2026 04:08 AM,02/10/2026 11:15 PM,,Vetted visitor through lobby management software.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Main Information Desk > HMC - Main Hospital - 1 - Main Information Desk,2026-02-18 21:43:32
175,PSHI-2026-02-I-133679,2,02/11/2026 12:58 AM,02/11/2026 12:13 AM,,Victim of violence receiving treatment.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
176,PSHI-2026-02-I-133678,2,02/11/2026 12:55 AM,02/10/2026 07:51 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
177,PSHI-2026-02-I-133677,2,02/11/2026 12:17 AM,02/10/2026 11:25 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
178,26AL00070,3,02/10/2026 11:43 PM,02/10/2026 11:23 PM,02/10/2026 11:33 PM,Student reported a suspicious odor,CEDAR HALL,2026-02-18 21:43:32
179,26ER00046,5,02/10/2026 10:45 PM,02/10/2026 10:45 PM,,Student reported the theft of University property,NIAGARA HALL,2026-02-18 21:43:32
180,26HB00068,13,02/10/2026 09:30 PM,02/10/2026 09:30 PM,02/10/2026 09:40 PM,Student requested assistance with a personal matter,OLMSTED BUILDING,2026-02-18 21:43:32
181,26UP00696,1,02/10/2026 07:07 PM,02/10/2026 07:07 PM,02/10/2026 07:25 PM,Student reported suspicious activity,PATTERSON HALL,2026-02-18 21:43:32
182,26UP00695,1,02/10/2026 06:42 PM,02/10/2026 06:42 PM,02/10/2026 07:15 PM,Employee reported a University policy violation,WILLARD BLDG,2026-02-18 21:43:32
183,26UP00693,1,02/10/2026 04:25 PM,02/10/2026 04:25 PM,02/10/2026 05:00 PM,Student reported suspicious person,NITTANY PARKING,2026-02-18 21:43:32
184,26AB00054,2,02/10/2026 03:56 PM,02/10/2026 02:45 PM,02/10/2026 03:05 PM,Student reported the loss or theft of their unattended personal property,WOODLAND BUILDING,2026-02-18 21:43:32
185,PSHI-2026-02-I-133660,2,02/10/2026 03:45 PM,02/10/2026 03:52 PM,,Cashiers office escort.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Cashier's Office > HMC - Main Hospital - 1 - Cashier's Office,2026-02-18 21:43:32
186,PSHI-2026-02-I-133659,2,02/10/2026 03:37 PM,02/10/2026 02:00 PM,,Provider received scam DEA call.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32
187,26UP00691,1,02/10/2026 02:33 PM,02/10/2026 02:33 PM,02/10/2026 03:21 PM,Employee reported abandoned property,WESTGATE BLDG,2026-02-18 21:43:32
188,PSHI-2026-02-I-133650,2,02/10/2026 02:18 PM,02/10/2026 02:04 PM,,Visitor fall.,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32
189,26UP00690,1,02/10/2026 01:38 PM,02/10/2026 01:38 PM,02/10/2026 02:38 PM,Employee requested assistance with a personal matter,RED A (BUS DEPOT) LOT,2026-02-18 21:43:32
190,26UP00689,1,02/10/2026 01:36 PM,02/10/2026 01:36 PM,02/10/2026 03:30 PM,Officer conducted a pre-employment background investigation,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
191,26UP00688,1,02/10/2026 01:28 PM,02/10/2026 01:28 PM,02/10/2026 01:44 PM,Visitor reported suspicious activity/persons,MILLENNIUM SCIENCE COMPLEX,2026-02-18 21:43:32
192,26UP00687,1,02/10/2026 12:45 PM,02/10/2026 12:45 PM,02/10/2026 01:15 PM,Student reported the loss of their unattended personal property,AG SCIENCE AND INDUSTRIES,2026-02-18 21:43:32
193,26AB00055,2,02/10/2026 12:25 PM,02/10/2026 11:54 AM,02/10/2026 11:55 AM,Student reported being harassed,LOT G - ABINGTON,2026-02-18 21:43:32
194,26BK00033,4,02/10/2026 12:17 PM,08/01/2025 12:00 AM,02/10/2026 12:55 PM,Received this department's copy of a Protection From Abuse (PFA) order,LUERSSEN SCIENCE BUILDING,2026-02-18 21:43:32
195,26AL00069,3,02/10/2026 12:13 PM,02/10/2026 10:05 AM,02/10/2026 12:10 PM,Student reported a hit and run vehicle crash,HAWTHORN LOT - ALTOONA,2026-02-18 21:43:32
196,26UP00686,1,02/10/2026 12:08 PM,02/10/2026 12:00 PM,02/10/2026 12:08 PM,Employee reported a two vehicle crash with no injuries,YELLOW R AG ADMIN LOT,2026-02-18 21:43:32
197,26BW00031,7,02/10/2026 11:45 AM,02/10/2026 11:45 AM,02/10/2026 11:50 AM,Employee requested assistance with an administrative matter,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32
198,26BW00030,7,02/10/2026 10:27 AM,02/10/2026 06:37 AM,02/10/2026 06:38 AM,Employee reported accidental damage to University property,MAIN BUILDING,2026-02-18 21:43:32
199,PSHI-2026-02-I-133646,2,02/10/2026 10:22 AM,02/10/2026 10:02 AM,,Assisted clinical staff with complex social issue involving patient.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
200,PSHI-2026-02-I-133643,2,02/10/2026 08:20 AM,02/10/2026 08:17 AM,,Medical marijuana safekeeping.,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-18 21:43:32
201,PSHI-2026-02-I-133638,2,02/10/2026 02:30 AM,02/10/2026 01:38 AM,,Visitor mismatch to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
202,PSHI-2026-02-I-133635,2,02/10/2026 12:34 AM,02/09/2026 10:30 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Children's Hospital - 5 > HMC - Children's Hospital - 5,2026-02-18 21:43:32
203,PSHI-2026-02-I-133634,2,02/10/2026 12:30 AM,,,Received court documents.,Hershey - Dispatched To: HMC - Children's Hospital - 7 - Labor and Delivery  > HMC - Children's Hospital - 7 - Labor and Delivery,2026-02-18 21:43:32
204,PSHI-2026-02-I-133633,2,02/09/2026 11:47 PM,,,Assisted with unlocked door.,Hershey - Dispatched To: HMC - UPC-1 > HMC - UPC-1,2026-02-18 21:43:32
205,26BK00032,4,02/09/2026 11:24 PM,02/09/2026 11:07 PM,02/10/2026 12:30 AM,Students reported being harassed,POPLAR HALL,2026-02-18 21:43:32
206,26UP00685,1,02/09/2026 09:50 PM,02/09/2026 09:50 PM,02/10/2026 12:38 AM,Assisted the fire department with a reported fire,SHULZE HALL,2026-02-18 21:43:32
207,26AB00053,2,02/09/2026 09:15 PM,02/09/2026 09:00 PM,02/09/2026 09:40 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32
208,PSHI-2026-02-I-133624,2,02/09/2026 08:31 PM,02/09/2026 06:14 PM,,Assisted staff with employee problem.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
209,26BW00029,7,02/09/2026 07:35 PM,02/09/2026 07:27 PM,02/09/2026 08:02 PM,Student reported being harassed,EDWARD S J TOMEZSKO CLASSROOM BUILDING,2026-02-18 21:43:32
210,PSHI-2026-02-I-133616,2,02/09/2026 05:16 PM,02/09/2026 05:00 PM,,Court order received.,Hershey - Dispatched To: HMC - Main Hospital - 1 - Security Operations Center > HMC - Main Hospital - 1 - Security Operations Center,2026-02-18 21:43:32
211,26YK00006,23,02/09/2026 05:12 PM,09/14/2025 12:00 AM,,Employee reported a student was indecently assaulted by a known person at a University sponsored location,HESHEYPARK DR,2026-02-18 21:43:32
212,26UP00682,1,02/09/2026 04:43 PM,01/12/2026 12:00 AM,01/29/2026 12:00 AM,Employee reported being harassed,BOUCKE BLDG,2026-02-18 21:43:32
213,26HB00067,13,02/09/2026 04:28 PM,02/09/2026 04:28 PM,02/09/2026 05:00 PM,Assisted the ambulance with a medical emergency,FALCON HALL,2026-02-18 21:43:32
214,PSHI-2026-02-I-133615,2,02/09/2026 04:24 PM,02/09/2026 04:10 PM,,Safe keeping of medical marijuana.,Hershey - Dispatched To: HMC - Children's Hospital - 3 > HMC - Children's Hospital - 3,2026-02-18 21:43:32
215,26BK00031,4,02/09/2026 04:20 PM,02/09/2026 03:00 PM,02/09/2026 03:30 PM,Student requested assistance with a personal matter,GREENWICH ST,2026-02-18 21:43:32
216,26UP00683,1,02/09/2026 04:19 PM,02/05/2025 04:15 PM,02/09/2026 04:19 PM,Student reported the loss or theft of their unattended personal property,WHITE BLDG,2026-02-18 21:43:32
217,26UP00680,1,02/09/2026 03:55 PM,02/04/2026 03:55 PM,02/05/2026 02:00 PM,Employee reported a concern for a student,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32
218,26UP00678,1,02/09/2026 03:36 PM,02/08/2026 03:26 AM,02/08/2026 04:17 AM,Visitor reported disorderly persons,BEAVER HALL,2026-02-18 21:43:32
219,26UP00679,1,02/09/2026 02:56 PM,02/07/2026 04:47 PM,02/09/2026 02:56 PM,Visitor reported a hit and run vehicle crash,EAST PARKING DECK,2026-02-18 21:43:32
220,PSHI-2026-02-I-133607,2,02/09/2026 02:32 PM,02/06/2026 02:00 PM,,Assisted clinical staff with agitated patient.,"Hershey - Reported Location: HMC Off-Site - PSCMG - Mechanicsburg - 335 Lambs Gap Rd, Mechanicsburg PA 17050 - PSCMG",2026-02-18 21:43:32
221,PSHI-2026-02-I-133606,2,02/09/2026 02:24 PM,02/09/2026 02:05 PM,,Team de-escalation plan for agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
222,26BW00028,7,02/09/2026 02:09 PM,02/02/2026 12:00 AM,02/09/2026 02:12 PM,Employee reported the theft of University property,VAIRO LIBRARY,2026-02-18 21:43:32
223,PSHI-2026-02-I-133602,2,02/09/2026 02:03 PM,02/06/2026 02:01 PM,,,Hershey - Reported Location: HMC - Parking Lot - Lot M2,2026-02-18 21:43:32
224,26UP00677,1,02/09/2026 01:46 PM,02/09/2026 10:55 AM,02/09/2026 03:00 PM,Student reported a hit and run vehicle crash,HUB PARKING DECK,2026-02-18 21:43:32
225,26BW00027,7,02/09/2026 01:06 PM,02/09/2026 01:06 PM,02/09/2026 01:15 PM,Student reported suspicious activity,MAIN BUILDING LOT - BRANDYWINE,2026-02-18 21:43:32
226,26HB00065,13,02/09/2026 11:42 AM,02/09/2026 11:42 AM,02/09/2026 12:15 PM,Student reported a two vehicle crash with no injuries,LOWER OLMSTED WEST LOT - HARRISBURG,2026-02-18 21:43:32
227,PSHI-2026-02-I-133592,2,02/09/2026 11:00 AM,02/09/2026 10:33 AM,,Received court documents.,Hershey - Dispatched To: HMC - Children's Hospital > HMC - Children's Hospital,2026-02-18 21:43:32
228,26BW00026,7,02/09/2026 09:52 AM,02/09/2026 09:52 AM,02/09/2026 10:19 AM,Visitor  reported a one vehicle crash with no injuries,CAMPUS DR & N MIDDLETOWN RD,2026-02-18 21:43:32
229,26UP00674,1,02/09/2026 09:37 AM,02/07/2026 12:00 AM,02/09/2026 09:37 AM,Assisted an outside law enforcement agency with an investigation,OFF CAMPUS FRATERNITY,2026-02-18 21:43:32
230,PSHI-2026-02-I-133589,2,02/09/2026 09:27 AM,02/09/2026 09:04 AM,,Assisted staff with employee problem.,Hershey - Dispatched To: HMC - Main Hospital - 1 > HMC - Main Hospital - 1,2026-02-18 21:43:32
231,26AB00052,2,02/09/2026 05:53 AM,02/09/2026 05:32 AM,02/09/2026 05:34 AM,Assisted an outside law enforcement agency with an investigation,ROBERTS AVE & WELDON AVE,2026-02-18 21:43:32
232,26HB00064,13,02/09/2026 04:00 AM,02/09/2026 03:57 AM,02/09/2026 04:10 AM,Employee reported a fire alarm activation,CONOY HOUSE,2026-02-18 21:43:32
233,PSHI-2026-02-I-133581,2,02/09/2026 03:48 AM,02/09/2026 03:31 AM,,Assisted LE with access to patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32
234,26UP00673,1,02/09/2026 03:47 AM,02/09/2026 03:47 AM,02/09/2026 04:40 AM,Visitor reported a traffic concern regarding a vehicle,FOX HOLLOW RD & E PARK AVE,2026-02-18 21:43:32
235,PSHI-2026-02-I-133580,2,02/09/2026 03:25 AM,02/08/2026 10:36 PM,,Team de-escalation for agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
236,PSHI-2026-02-I-133578,2,02/09/2026 01:44 AM,02/09/2026 12:46 AM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
237,PSHI-2026-02-I-133577,2,02/09/2026 01:07 AM,02/09/2026 12:46 AM,,Report made in error.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32
238,PSHI-2026-02-I-133576,2,02/09/2026 12:17 AM,02/08/2026 11:00 PM,,Assisted LE with access to patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
239,PSHI-2026-02-I-133575,2,02/08/2026 11:50 PM,02/09/2026 11:09 PM,,Patient threatened staff member.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
240,PSHI-2026-02-I-133574,2,02/08/2026 11:49 PM,,,Assisted LE with access to patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - MIMCU > HMC - Main Hospital - 6 - MIMCU,2026-02-18 21:43:32
241,26SL00015,19,02/08/2026 11:28 PM,02/08/2026 11:28 PM,02/08/2026 11:49 PM,Student requested assistance with a civil matter,NITTANY APARTMENTS III,2026-02-18 21:43:32
242,PSHI-2026-02-I-133573,2,02/08/2026 10:44 PM,02/08/2026 06:04 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Medicine > HMC - Main Hospital - 6 - Medicine,2026-02-18 21:43:32
243,PSHI-2026-02-I-133571,2,02/08/2026 10:23 PM,02/08/2026 08:08 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Acute Care > HMC - Main Hospital - 4 - Acute Care,2026-02-18 21:43:32
244,PSHI-2026-02-I-133570,2,02/08/2026 10:06 PM,02/08/2026 09:22 PM,,Assisted staff with a visitor issue.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32
245,26HB00063,13,02/08/2026 10:00 PM,02/08/2026 10:00 PM,02/08/2026 10:30 PM,Student reported being harassed,UNKNOWN LOCATION,2026-02-18 21:43:32
246,26UP00672,1,02/08/2026 09:22 PM,02/08/2026 09:22 PM,02/08/2026 11:03 PM,Assisted the fire department with a reported fire alarm activation,PALLADINO HALL,2026-02-18 21:43:32
247,PSHI-2026-02-I-133567,2,02/08/2026 05:45 PM,02/08/2026 05:30 PM,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Medicine > HMC - Main Hospital - 6 - Medicine,2026-02-18 21:43:32
